,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,4,5,6,7,8,9
2011-01-01 00:00:00,1533.9958360580981,61420.56006975,2705.9393152388507,3221.6642668011227,5582.109763172,2448.1945781112495,2275.6920451246046,2445.3571369926767,2132.0812713725136,3062.797155135532,900.4773127009646,597.0949937985747,12975.99999903,1168.763601483453,1805.370442494778,967.4411268145026,2146.212687737863,1547.085949930672,1694.1750862002284,1387.1697147804991,1477.731190918108,5171.620968796306,1057.723157533063,14564.0000011656,1303.6542517056791,5981.96321168,8160.10879446,2645.325032446255,9587.985003429601,1029.6975168536082
2011-01-01 01:00:00,1413.8430245206503,58717.69329909,2474.2134499949316,2979.559703181033,5461.08570269,2189.741597007754,1980.44734011205,2272.17830825161,2014.329830670983,2736.133680489939,821.8408418360817,542.4819266014312,12343.9999991445,1061.0364123175113,1627.437216509692,888.3708729790446,1989.641927447097,1352.2154058761516,1548.3408272217828,1280.671773571776,1352.4425451632633,4693.780389359696,959.4807683453045,14225.9999997392,1213.5561223786285,5709.58939913,7880.87035316,2536.0503013445996,9052.709163514968,946.3009416544068
2011-01-01 02:00:00,1343.411363670122,55110.51792995,2343.0723724409854,2833.977181222862,5324.058460798,2027.5687237453271,1810.3338896103994,2166.925620012025,1946.7244134023358,2533.6395941517594,775.9724305418022,509.9455503662265,11915.000000847,999.3817601982885,1519.8721495703753,842.488061732273,1900.6866238460607,1232.7713817329861,1463.8647827321522,1219.2374341827833,1277.6702565337223,4410.7221367046905,901.3994814872192,14027.0000007464,1155.8552330557407,5414.82869883,7561.015413,2430.041592724412,8563.198179914436,896.0827459350144
2011-01-01 03:00:00,1313.9964154909665,53158.05629379,2289.2741571493116,2770.9777547319827,5271.04792156,1955.456412458148,1739.7015447284712,2121.5258087779002,1919.0594074208236,2444.9450828365993,756.7382836267885,495.9427493945194,11663.999999748,973.631601808721,1473.6978198132733,823.1147836023375,1864.185173717056,1181.2548051670926,1428.2483573835298,1193.401021750396,1246.0495480676766,4291.586857095538,876.8862442114973,13949.9999996488,1128.2061247789638,5394.3073839,7209.42883038,2357.4040112159555,8236.406543680987,874.4681470540627
2011-01-01 04:00:00,1302.0638526081946,52884.45013005,2266.722261824069,2747.8828570640485,5186.031020508,1930.7163746160506,1710.8505520865683,2104.5675576540166,1907.253872825672,2413.10031772912,749.0644637832497,490.7458780710258,11561.9999990085,963.3614696456531,1456.2295083800711,815.5875802150595,1848.8541327746375,1161.8922288404656,1414.3599069049667,1183.2717327961607,1233.5831802763978,4244.120910625845,867.2213422093783,14159.9999987984,1120.0221940896058,5426.02214324,7257.66092492,2376.0704292416162,8225.443998666931,866.3874468870777
2011-01-01 05:00:00,1314.944798399088,52924.68633746,2296.5010706611347,2784.3746814206193,5165.02684409,1968.923390941255,1747.5879749927024,2125.882809385527,1918.611559682967,2454.994160912016,758.9800791707909,499.10956727637665,11618.000000019,979.5782000776622,1477.624308554225,827.6285262106072,1867.9583841786753,1182.8253241754132,1436.502486600044,1199.577240029441,1246.7913833278135,4295.312494928264,878.7756779518447,14529.0000008928,1124.1564801702682,5471.72870729,6799.45602924,2438.4933235545427,8477.11877461816,877.5818128689688
2011-01-01 06:00:00,1374.3035608660093,53052.43626704,2442.22047512208,2945.9743481440873,5158.025452286,2125.782879406254,1922.23789096597,2217.376665452183,1973.5046993829899,2628.2181493034077,805.0903368558955,536.7193426524265,11464.0000002045,1057.0252259068372,1570.3391044136793,883.9752839828166,1961.1021631667802,1269.8822705879077,1540.3931578802742,1276.5317095544942,1305.2571398634093,4525.883069234439,931.135893193851,14926.0000002208,1175.7450921655666,5797.27138052,6418.67633736,2539.178227630739,8751.674958053905,926.7744172567278
2011-01-01 07:00:00,1488.9089930997952,52286.94255372,2745.416477071158,3250.9181399403956,5138.021475272,2394.0442058202243,2274.5698776382965,2381.2648624443664,2084.1766866775342,2924.230759549457,896.0401563315393,609.024175131166,11315.999999736,1215.6600847484065,1738.1484118529493,997.0754413179105,2153.6337473450226,1417.5284879159376,1749.4643790900616,1432.4052922309065,1412.762366592268,4959.425141274017,1031.0038417729495,15157.0000010264,1248.0103321387069,6091.09929334,6469.44696314,2607.2106333614292,8990.984752226537,1018.0882341589356
2011-01-01 08:00:00,1733.2161571305433,53590.59545056,3327.1047536098713,3807.841547089422,5548.10300255,2896.110502825213,2965.2132303269027,2715.4433399835125,2328.0802635399905,3522.7391596560187,1074.3538085128705,739.8374341819828,11847.0000011445,1502.3533372954362,2083.4223714515765,1201.0778130291594,2531.6609418274747,1748.9389528046775,2126.892904285043,1712.6510335603066,1648.5217182356162,5893.655685330326,1235.3102468341137,15335.999999508,1391.2373993615638,6452.08787369,6612.87398016,2723.7264981749377,9287.29421045966,1194.621205830526
2011-01-01 09:00:00,1966.6260588019886,55223.17928904,3779.073956206745,4252.66259934261,5980.188904644,3357.7101154241286,3536.592850720463,3039.237857971156,2561.988056619209,4122.185882770294,1225.1163120259648,840.6095019092227,12458.0000009475,1707.0225522083979,2418.191151251946,1349.7205213363397,2837.9996461750957,2116.232624351456,2401.4720936091876,1913.4894381140916,1889.4267588210307,6815.626591008263,1423.3879998660966,15795.000000172,1546.1645357282387,6730.99119539,6784.2248418,2923.3103059343866,9847.214957043492,1349.9974612538626
2011-01-01 10:00:00,2092.9778298480483,57125.34566802,3946.283695575499,4432.500272130796,6130.218731746,3600.3985094033287,3780.4476639212457,3219.830110426774,2688.469042431751,4472.661566411779,1292.4627146030243,877.9802087364067,12969.999999684,1767.0372107873989,2604.7335439212393,1396.548362537261,2962.7191768084026,2354.478407739642,2487.4893977541738,1973.3853168040512,2031.8664727748585,7337.56073022239,1520.3359656860562,16236.0000001272,1647.7328766026826,6790.68956522,6801.99456048,3051.708249339708,10320.326118043751,1425.2533391094419
2011-01-01 11:00:00,2229.2895463932587,59953.95056497,4197.388577679983,4689.161013548649,6234.239411414,3879.339369204533,4104.24065402583,3413.0549195542317,2823.7078685440883,4836.01640566032,1378.7480754013693,935.4686084143842,13307.000000895,1879.6477783783994,2803.9172471425486,1479.2707323719444,3134.4866036976605,2578.2019702674847,2640.1052957395978,2084.44584167793,2175.1220627727052,7881.275609870027,1630.115861065163,16478.0000010896,1742.7435065846375,6580.81248387,7341.43245682,3114.9585649357177,10550.468772022672,1516.301397849777
2011-01-01 12:00:00,2236.402264396942,57619.24502922,4175.845743777366,4680.277641718575,6288.25014905,3898.211810924211,4092.5461979178444,3427.830506040301,2829.7455082416777,4872.994796952695,1377.3015594409915,931.8443546903501,13688.9999995725,1863.884243922506,2818.685745664657,1469.6069533137963,3124.8346597084355,2609.4241638678814,2621.947044805695,2069.7348161340565,2188.386096678663,7920.930398799661,1634.2027666753743,16662.0000003208,1734.2031649101477,6481.93705914,7291.93109666,3129.9922530882627,10516.93945860786,1518.3594089210114
